date,filename,stim_params,abr_z_score,abr_latency,lfp_z_score_100,lfp_latency_100,lfp_ampliture_100,lfp_z_score_200,lfp_latency_200,lfp_ampliture_200,lfp_z_score_300,lfp_latency_300,lfp_ampliture_300,lfp_z_score_400,lfp_latency_400,lfp_ampliture_400,lfp_z_score_500,lfp_latency_500,lfp_ampliture_500,lfp_z_score_600,lfp_latency_600,lfp_ampliture_600,lfp_z_score_700,lfp_latency_700,lfp_ampliture_700,lfp_z_score_800,lfp_latency_800,lfp_ampliture_800
20221223,07_ex_cont_1ms,150V_d_1.0ms_f_500.0kHz_w_0%,0.5781532137488539,3.96,0.5348717930070461,99.0,-0.9590594221181905,0.7725098449731022,81.0,-1.6854252796692608,1.725621101690506,96.0,-3.7601693594965955,2.576745465580713,79.0,-4.87680398072714,3.4941927766262895,99.0,-6.143782203763375,3.3844276628247485,98.0,-6.00566938229572,3.2098202387862416,99.0,-6.341992092503649,1.775914129465272,98.0,-3.8127142167740757
20221223,07_ex_cont_1ms,150V_d_1.0ms_f_500.0kHz_w_10%,2.4484244856505804,2.56,0.9661200012204959,62.0,-0.9385283355119163,2.169244515782195,84.0,-1.960724708171206,4.9190631942515415,86.0,-3.368392528726897,2.9597035896111477,99.0,-2.6503032283560315,4.1587994268284225,97.0,-2.8281007759302046,2.800648496083154,97.0,-2.264772407739543,3.3944596959574898,99.0,-2.0548067204219356,0.817511927439629,99.0,-0.7005387243129859
20221223,03_us_cont_test2,150V_d_10.0ms_f_500.0kHz_w_25%,2.010144854805472,3.52,2.0540497797409745,29.0,-1.321933612749271,1.1652122644996201,28.0,-0.9148742438290369,-1.104067653959657,28.0,0.95853694218142,-1.8088086457227281,0.0,1.616849787968142,-3.0174614254887646,0.0,1.9285446938837554,-2.598236162090602,0.0,2.166985537755351,-0.9598225599348823,7.0,0.6516512265928993,-1.995743207637788,9.0,1.2260941679839519
20221223,03_us_cont_test2,sham,4.429897403847912,2.84,5.195350469362944,12.0,-5.780148042315175,4.328154365096642,11.0,-8.062304782496351,3.881892509293938,10.0,-7.601073743768239,3.6409544866200823,10.0,-7.316666540004864,4.579064275613818,84.0,-4.932234352200875,4.756834046722709,85.0,-4.1661243958232,5.288075486514093,84.0,-3.1627729245196976,2.7941256448308116,80.0,-1.6000354336393487
20221223,03_us_cont_test2,150V_d_1.0ms_f_500.0kHz_w_25%,1.9993095409594737,2.16,0.5906740547785879,0.0,-0.33786640093020437,2.120479661670351,99.0,-1.9166820244102627,2.385190887349535,99.0,-3.04293502629499,6.875857575768139,99.0,-7.374804307514591,9.563640862946695,99.0,-10.193987300887645,17.683844169558718,99.0,-11.161038291129621,17.956545004524564,99.0,-11.129903236715709,36.43150585228368,99.0,-12.475787804748297
20221223,10_us_burst_10pulses,330V_d_13.4ms_f_500.0kHz_w_25%_prf_1500Hz_pd_0us,0.48743669969368913,3.96,0.38757892379101266,89.0,-0.53114835390321,1.9861342490456624,87.0,-2.0255715930508265,1.5125791070238184,98.0,-1.2200262759910017,2.1529832297777722,49.0,-2.4601561550036477,2.119273640724692,98.0,-1.9086310835663909,4.4289608415542085,98.0,-3.1246793873115273,8.24059248235729,92.0,-3.101666521005593,2.432776317056609,92.0,-1.645799926282831
20221223,10_us_burst_10pulses,150V_d_13.4ms_f_500.0kHz_w_25%_prf_1500Hz_pd_0us,3.1978067417508043,2.12,-1.5385240685783448,5.0,1.7366164389287446,-0.9399819634592907,5.0,0.8032060318883747,0.4197868416636917,2.0,-0.31323859663788944,-0.4359497492209316,3.0,0.21568921753404635,1.1983446315845956,96.0,-0.8328686428441148,2.193760180501864,98.0,-1.8280029296875002,1.821575793191878,52.0,-2.6130409092290856,2.324109325299232,96.0,-1.7521958406797178
20221223,10_us_burst_10pulses,180V_d_13.4ms_f_500.0kHz_w_25%_prf_1500Hz_pd_0us,1.6622662363857235,2.08,1.2498692807272382,17.0,-0.8323699119953795,2.235751547830485,6.0,-1.1002240013983462,1.7989697526453172,91.0,-1.2355225559338527,7.064723424110038,99.0,-9.602991245136186,5.679088331647892,99.0,-8.9411754088643,18.213350841543722,89.0,-14.567156246200147,15.4372439026859,97.0,-18.996836146491976,17.035254574554465,99.0,-14.100094806359435
20221223,10_us_burst_10pulses,200V_d_13.4ms_f_500.0kHz_w_25%_prf_1500Hz_pd_0us,,1.0,4.7287112317280595,68.0,-1.8311378093081223,11.654619046989195,45.0,-5.441842283256323,3.015485710449543,79.0,-2.5446197866001947,6.237567436325017,80.0,-3.2159352580860894,7.7953047344619595,80.0,-3.127612399683852,10.563511309565312,97.0,-4.605708140807392,7.9610797910579585,99.0,-6.101152590740516,12.753182931055536,68.0,-5.1191278004924605
20221223,06_ex_cont_20ms,150V_d_20.0ms_f_500.0kHz_w_10%,1.5505089864848942,3.96,0.7801121682698416,9.0,-0.9818466720877916,0.4054000616451621,10.0,-0.5338320008511674,0.3452041420808313,92.0,-0.4649002728295226,1.8469603330364872,6.0,-1.878469741761915,0.6667134969031197,6.0,-0.9827135138010687,1.06262777789751,6.0,-0.9764081309277728,1.2767810508899402,6.0,-1.1251605438351167,2.1561226168281,6.0,-1.2523369102626458
20221223,06_ex_cont_20ms,150V_d_20.0ms_f_500.0kHz_w_0%,2.812103919468231,1.08,-0.6917793100924646,99.0,0.9432306549428506,-0.6543746926414035,99.0,0.9898619892996108,0.3176774857099277,99.0,-0.3715901059399318,1.9527316498026523,91.0,-1.16548649531858,1.4038115983302812,91.0,-0.8536253457867218,2.3967257053127615,93.0,-1.474628374270428,1.1732320588571696,99.0,-0.7149781698382784,2.8232711804875965,99.0,-2.6426560220087545
20221223,06_ex_cont_20ms,150V_d_20.0ms_f_500.0kHz_w_25%,2.3460367487624785,3.84,4.697251299504488,99.0,-3.721446471455496,5.120310660406351,97.0,-3.9535344342777243,2.713763598875769,24.0,-3.914562180812257,2.2484106224475227,24.0,-3.8715882060128894,2.202617889360685,13.0,-4.786533697106031,1.846079798474842,13.0,-3.6994904395671204,1.2072737135719893,10.0,-2.251686660232247,1.8296523120091586,18.0,-3.123242567485409
