date,filename,stim_params,abr_z_score,abr_latency,lfp_z_score_100,lfp_latency_100,lfp_ampliture_100,lfp_z_score_200,lfp_latency_200,lfp_ampliture_200,lfp_z_score_300,lfp_latency_300,lfp_ampliture_300,lfp_z_score_400,lfp_latency_400,lfp_ampliture_400,lfp_z_score_500,lfp_latency_500,lfp_ampliture_500,lfp_z_score_600,lfp_latency_600,lfp_ampliture_600,lfp_z_score_700,lfp_latency_700,lfp_ampliture_700,lfp_z_score_800,lfp_latency_800,lfp_ampliture_800
20221118,08_us_cont_5ms_2,150V_d_5.0ms_f_500.0kHz_w_25%,3.693191521423875,3.0,11.706034900792217,30.0,-35.902921327821005,16.031257793802638,31.0,-57.21757347017875,32.095302525083405,30.0,-74.7781122704888,27.25882170488764,30.0,-79.9924145412816,28.46984799486318,34.0,-73.51500514880229,17.0854883264798,45.0,-68.80955083824782,11.364199448979077,45.0,-61.53906439992704,19.865996432566046,45.0,-63.83647992917072
20221118,08_us_cont_5ms_2,150V_d_5.0ms_f_500.0kHz_w_10%,1.8445886457171994,3.96,89.90008178253879,34.0,-36.361539966865266,141.8414195581739,33.0,-52.452877059520915,157.19294751324466,30.0,-63.07827841910871,149.73088154424414,33.0,-65.67218943792558,135.78496885034014,46.0,-64.25711190190297,123.09072718831179,47.0,-65.41072385320405,106.5454027345409,46.0,-62.52250226091318,103.66020380861829,46.0,-63.47244203322593
20221118,08_us_cont_5ms_2,150V_d_5.0ms_f_500.0kHz_w_0%,1.8275295660464268,1.8,103.9266089067387,30.0,-34.76921111229329,68.48204269042884,32.0,-52.29791426009241,75.65415610960626,39.0,-62.08807206803259,78.43484149210991,33.0,-62.23886690251095,56.84560106096333,42.0,-59.33158666707199,47.08926988195396,45.0,-59.188177798972525,69.9921767630342,45.0,-56.47067652602139,60.02843003397799,45.0,-56.848821380259
20221118,04_ex_click,70dB,1.9560226862556227,2.48,15.437123222216739,16.0,-6.323087818427769,7.388097697611107,62.0,-3.7002147867521913,9.062804508778832,44.0,-8.213669595087552,8.249576439475232,20.0,-6.065802073200386,11.247298420516136,58.0,-7.307677510183609,8.577730020499247,60.0,-7.656575362506079,10.302781127427055,52.0,-8.307134131049368,9.88473466626226,59.0,-8.723883127887886
20221118,04_ex_click,30dB,1.4669760445330353,1.28,0.8152355694068878,27.0,-0.5554911691391062,-0.04345140506721384,46.0,0.02262100635335429,0.6666153930600868,96.0,-0.6325688343567641,-0.2885638421999715,27.0,0.2887295377857484,1.2571611199673283,96.0,-1.3760340352930527,0.45068581139177666,72.0,-0.36369353416828787,1.2513060799292528,98.0,-1.6252688396765596,2.2707804292666385,95.0,-2.3473004886612294
20221118,04_ex_click,50dB,1.985650888495896,3.96,3.630500678291383,57.0,-3.0035115401568646,2.05845485904273,63.0,-3.592192059824903,4.038335760407851,57.0,-5.030971185706472,3.547251901152009,60.0,-5.722639625638378,3.0424268100113383,60.0,-5.518943697562015,3.336530416557991,83.0,-7.617389367248293,3.6527761358970667,61.0,-6.047313408165122,3.5746404804838545,60.0,-6.244751451544257
20221118,04_ex_click,20dB,0.6719974089484536,2.32,9.21880633946221,98.0,-2.6476908286721788,4.739478374498454,98.0,-3.7366815114299587,7.357732340316141,95.0,-5.07221147707928,8.94220235339132,98.0,-5.173061979419993,8.463116315762628,98.0,-5.296224749969607,7.066817701306952,98.0,-6.605072615211576,9.626785118431666,98.0,-5.573827840010944,7.03901492638411,98.0,-5.6282844988752405
20221118,04_ex_click,60dB,1.6990754749042742,3.28,8.624016423797867,42.0,-3.3980076415065703,4.888783604050289,38.0,-3.2729686930021877,4.934437248329623,82.0,-3.6630474639773833,3.3027539278473306,37.0,-1.499303676738812,1.6267956101846557,0.0,-1.0873757447714034,1.9017551575388811,37.0,-1.8926716964068575,1.7985172218288423,42.0,-1.3370142836515075,2.115294884867141,35.0,-2.304243392053749
20221118,04_ex_click,40dB,1.9059946273161077,2.64,-1.3987011028904137,3.0,1.5684135229207214,-1.850111784667942,66.0,1.9528637600316152,-0.09162703207419935,94.0,0.1233052650778248,-0.9413953900499357,2.0,1.1572930599464968,-0.05415276610452848,2.0,0.07076040780033921,-1.2936708630305227,0.0,2.1782307309399336,-1.0866288845234349,3.0,2.272300868646644,-0.45928048886261885,3.0,0.9602468765199426
20221118,03_us_cont_test2,150V_d_1.0ms_f_500.0kHz_w_25%,3.817589518090016,1.68,74.11557732731193,36.0,-33.82463863387646,88.42793043526213,56.0,-61.17176100437743,111.63768795284834,55.0,-92.5848341173699,197.41551409961627,54.0,-115.29676385426801,194.27628000475218,54.0,-116.64912004879012,162.1952468305671,54.0,-116.26976399106275,146.1254285045308,70.0,-104.86653250015199,126.05827304366616,70.0,-103.63200740591562
